pi;195.220.220.150;IUTP Poitiers Campus;GEII Hall;affdyn-geii-hall
pi;195.220.220.151;IUTP Poitiers Campus;GTE TP;affdyn-gte-tp
pi;195.220.220.152;IUTP Poitiers Campus;GMP Hall;affdyn-gmp-hall
pi;195.220.220.153;IUTP Poitiers Campus;Chimie;affdyn-chimie
pi;195.220.220.156;IUTP Poitiers Campus;GTE TD;affdyn-gte-td
