,PseudoTicket,Action,Type,Symbol,Lots,Date,Price
57,298,CLOSE,SELL,EURUSD,1.0,2012-06-21 18:16:12,1.2561100000000001
56,299,OPEN,SELL,EURUSD,1.0,2012-06-22 10:34:45,1.2553700000000001
56,299,CLOSE,SELL,EURUSD,1.0,2012-06-25 05:39:23,1.25267
55,300,OPEN,SELL,EURUSD,1.0,2012-06-25 06:37:55,1.24993
54,301,OPEN,SELL,EURUSD,1.0,2012-06-25 06:40:47,1.25058
55,300,CLOSE,SELL,EURUSD,1.0,2012-06-25 09:21:34,1.2493000000000001
54,301,CLOSE,SELL,EURUSD,1.0,2012-06-25 09:25:01,1.2491699999999999
52,302,OPEN,SELL,EURUSD,1.0,2012-06-26 08:49:15,1.2487999999999999
52,302,CLOSE,SELL,EURUSD,1.0,2012-06-26 09:41:18,1.2498100000000001
51,303,OPEN,SELL,EURUSD,1.0,2012-06-26 12:18:26,1.24614
51,303,CLOSE,SELL,EURUSD,1.0,2012-06-26 12:53:23,1.24726
48,304,OPEN,SELL,EURUSD,1.0,2012-06-28 08:55:50,1.2426200000000001
49,305,OPEN,SELL,EURUSD,1.0,2012-06-28 09:07:06,1.2432300000000001
50,306,OPEN,SELL,EURUSD,1.0,2012-06-28 11:28:22,1.2448600000000001
50,306,CLOSE,SELL,EURUSD,1.0,2012-06-28 11:55:52,1.2431399999999999
49,305,CLOSE,SELL,EURUSD,1.0,2012-06-29 02:49:17,1.24716
48,304,CLOSE,SELL,EURUSD,1.0,2012-06-29 02:49:21,1.2470399999999999
47,307,OPEN,SELL,EURUSD,1.0,2012-06-29 03:02:51,1.26047
47,307,CLOSE,SELL,EURUSD,1.0,2012-06-29 03:03:40,1.2585
46,308,OPEN,BUY,EURUSD,1.0,2012-07-02 17:34:16,1.25851
46,308,CLOSE,BUY,EURUSD,1.0,2012-07-03 04:07:13,1.2601800000000001
38,309,OPEN,BUY,EURUSD,1.0,2012-07-06 07:02:45,1.2371099999999999
38,309,CLOSE,BUY,EURUSD,1.0,2012-07-06 08:00:08,1.2383
36,310,OPEN,BUY,EURUSD,1.0,2012-07-06 12:47:21,1.2354499999999999
36,310,CLOSE,BUY,EURUSD,1.0,2012-07-09 20:32:29,1.23193
35,311,OPEN,SELL,EURUSD,1.0,2012-07-09 20:32:34,1.2319199999999999
35,311,CLOSE,SELL,EURUSD,1.0,2012-07-10 00:55:35,1.2299
30,312,OPEN,BUY,EURUSD,1.0,2012-07-12 07:19:27,1.2223599999999999
31,313,OPEN,BUY,EURUSD,1.0,2012-07-12 10:18:38,1.2200800000000001
31,313,CLOSE,BUY,EURUSD,1.0,2012-07-13 03:32:35,1.22061
30,312,CLOSE,BUY,EURUSD,1.0,2012-07-13 14:01:30,1.22336
28,314,OPEN,SELL,EURUSD,1.0,2012-07-16 12:03:37,1.2185999999999999
28,314,CLOSE,SELL,EURUSD,1.0,2012-07-16 12:15:35,1.2179
27,315,OPEN,BUY,EURUSD,1.0,2012-07-17 14:33:18,1.2212700000000001
27,315,CLOSE,BUY,EURUSD,1.0,2012-07-17 15:04:11,1.22193
26,316,OPEN,SELL,EURUSD,1.0,2012-07-18 10:00:10,1.22333
26,316,CLOSE,SELL,EURUSD,1.0,2012-07-18 13:11:18,1.2222200000000001
14,317,OPEN,BUY,EURUSD,1.0,2012-08-02 11:52:16,1.2293499999999999
14,317,CLOSE,BUY,EURUSD,1.0,2012-08-02 12:02:39,1.2312000000000001
7,318,OPEN,SELL,EURUSD,1.0,2012-08-02 18:27:57,1.2168600000000001
8,319,OPEN,SELL,EURUSD,1.0,2012-08-03 07:34:24,1.22034
9,320,OPEN,SELL,EURUSD,1.0,2012-08-03 09:25:37,1.2220500000000001
10,321,OPEN,SELL,EURUSD,1.0,2012-08-03 09:27:06,1.2229399999999999
10,321,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:06:39,1.22532
9,320,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:06:44,1.22516
8,319,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:07:01,1.2252400000000001
7,318,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:08:59,1.22499
2,322,OPEN,SELL,EURUSD,1.0,2012-08-03 14:30:51,1.2340800000000001
3,323,OPEN,SELL,EURUSD,1.0,2012-08-03 15:06:12,1.23447
4,324,OPEN,SELL,EURUSD,1.0,2012-08-03 15:14:01,1.2354099999999999
5,325,OPEN,SELL,EURUSD,1.0,2012-08-03 15:19:08,1.23645
5,325,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:04:21,1.23689
4,324,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:04:25,1.23689
3,323,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:22:13,1.2365299999999999
2,322,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:39:13,1.2356
