PseudoTicket,Action,Type,Symbol,Lots,Date,Price
167,OPEN,BUY,EURUSD,1.0,2011-11-30 14:32:49,1.3481000000000001
162,CLOSE,BUY,EURUSD,1.0,2011-12-01 02:39:25,1.3435699999999999
163,CLOSE,BUY,EURUSD,1.0,2011-12-01 02:39:33,1.34365
168,OPEN,BUY,EURUSD,1.0,2011-12-01 09:31:02,1.3471
168,CLOSE,BUY,EURUSD,1.0,2011-12-01 09:38:17,1.3471
167,CLOSE,BUY,EURUSD,1.0,2011-12-01 09:41:38,1.3470500000000001
166,CLOSE,BUY,EURUSD,1.0,2011-12-01 09:49:46,1.3485499999999999
169,OPEN,BUY,EURUSD,1.0,2011-12-01 13:18:40,1.35094
169,CLOSE,BUY,EURUSD,1.0,2011-12-01 13:22:30,1.3514600000000001
170,OPEN,SELL,EURUSD,1.0,2011-12-01 15:33:46,1.3485100000000001
170,CLOSE,SELL,EURUSD,1.0,2011-12-01 15:35:56,1.34745
171,OPEN,SELL,EURUSD,1.0,2011-12-01 16:08:07,1.3475299999999999
171,CLOSE,SELL,EURUSD,1.0,2011-12-01 16:18:11,1.3467199999999999
172,OPEN,BUY,EURUSD,1.0,2011-12-02 08:00:36,1.34842
172,CLOSE,BUY,EURUSD,1.0,2011-12-02 08:06:07,1.34857
173,OPEN,BUY,EURUSD,1.0,2011-12-02 09:18:30,1.34918
173,CLOSE,BUY,EURUSD,1.0,2011-12-02 09:35:11,1.3479300000000001
174,OPEN,BUY,EURUSD,1.0,2011-12-02 12:38:55,1.35351
175,OPEN,BUY,EURUSD,1.0,2011-12-02 12:39:37,1.35317
176,OPEN,BUY,EURUSD,1.0,2011-12-02 13:19:59,1.35219
177,OPEN,BUY,EURUSD,1.0,2011-12-02 13:20:23,1.35242
177,CLOSE,BUY,EURUSD,1.0,2011-12-02 13:36:26,1.3499399999999999
176,CLOSE,BUY,EURUSD,1.0,2011-12-02 13:36:31,1.3499099999999999
175,CLOSE,BUY,EURUSD,1.0,2011-12-02 13:36:43,1.34998
174,CLOSE,BUY,EURUSD,1.0,2011-12-02 13:36:47,1.3499699999999999
178,OPEN,SELL,EURUSD,1.0,2011-12-06 07:14:26,1.3353999999999999
179,OPEN,SELL,EURUSD,1.0,2011-12-06 07:15:03,1.3358099999999999
179,CLOSE,SELL,EURUSD,1.0,2011-12-06 07:24:29,1.33534
178,CLOSE,SELL,EURUSD,1.0,2011-12-06 07:24:34,1.33527
180,OPEN,SELL,EURUSD,1.0,2011-12-06 07:34:11,1.3342000000000001
181,OPEN,SELL,EURUSD,1.0,2011-12-06 07:40:41,1.3347100000000001
181,CLOSE,SELL,EURUSD,1.0,2011-12-06 08:09:53,1.33426
180,CLOSE,SELL,EURUSD,1.0,2011-12-06 08:19:40,1.3354900000000001
182,OPEN,BUY,EURUSD,1.0,2011-12-08 12:59:21,1.34195
182,CLOSE,BUY,EURUSD,1.0,2011-12-08 13:58:08,1.3380000000000001
183,OPEN,BUY,EURUSD,1.0,2011-12-14 12:15:11,1.3004199999999999
183,CLOSE,BUY,EURUSD,1.0,2011-12-15 06:48:12,1.2988500000000001
184,OPEN,SELL,EURUSD,1.0,2011-12-23 13:15:33,1.30568
184,CLOSE,SELL,EURUSD,1.0,2011-12-23 14:11:34,1.3048299999999999
185,OPEN,SELL,EURUSD,1.0,2011-12-29 17:03:13,1.2955000000000001
186,OPEN,SELL,EURUSD,1.0,2011-12-29 17:03:43,1.29541
187,OPEN,SELL,EURUSD,1.0,2011-12-29 21:16:01,1.2960199999999999
188,OPEN,SELL,EURUSD,1.0,2011-12-29 22:10:50,1.2959000000000001
188,CLOSE,SELL,EURUSD,1.0,2011-12-29 23:15:17,1.2954300000000001
187,CLOSE,SELL,EURUSD,1.0,2011-12-29 23:15:20,1.2954300000000001
189,OPEN,SELL,EURUSD,1.0,2011-12-30 00:05:32,1.2951699999999999
190,OPEN,SELL,EURUSD,1.0,2011-12-30 00:50:58,1.2953699999999999
185,CLOSE,SELL,EURUSD,1.0,2011-12-30 08:43:04,1.2905
186,CLOSE,SELL,EURUSD,1.0,2011-12-30 08:43:04,1.2905
190,CLOSE,SELL,EURUSD,1.0,2011-12-30 11:44:43,1.2927
189,CLOSE,SELL,EURUSD,1.0,2011-12-30 11:50:41,1.2932999999999999
191,OPEN,BUY,EURUSD,1.0,2012-01-04 08:09:40,1.3063100000000001
192,OPEN,BUY,EURUSD,1.0,2012-01-04 08:12:40,1.3064
193,OPEN,BUY,EURUSD,1.0,2012-01-04 08:25:34,1.30623
194,OPEN,BUY,EURUSD,1.0,2012-01-04 08:26:52,1.3061400000000001
194,CLOSE,BUY,EURUSD,1.0,2012-01-04 08:55:49,1.3035300000000001
193,CLOSE,BUY,EURUSD,1.0,2012-01-04 08:55:52,1.3035099999999999
192,CLOSE,BUY,EURUSD,1.0,2012-01-04 08:55:56,1.30352
191,CLOSE,BUY,EURUSD,1.0,2012-01-04 08:55:59,1.3035699999999999
195,OPEN,SELL,EURUSD,1.0,2012-01-09 08:35:37,1.2764
196,OPEN,SELL,EURUSD,1.0,2012-01-09 08:36:19,1.2766999999999999
197,OPEN,SELL,EURUSD,1.0,2012-01-09 08:37:06,1.2768999999999999
198,OPEN,SELL,EURUSD,1.0,2012-01-09 08:37:56,1.2765500000000001
198,CLOSE,SELL,EURUSD,1.0,2012-01-11 04:57:44,1.2744500000000001
197,CLOSE,SELL,EURUSD,1.0,2012-01-11 04:57:48,1.2744200000000001
196,CLOSE,SELL,EURUSD,1.0,2012-01-11 10:31:57,1.2754399999999999
195,CLOSE,SELL,EURUSD,1.0,2012-01-11 10:32:41,1.27542
199,OPEN,SELL,EURUSD,1.0,2012-01-13 08:21:43,1.28644
199,CLOSE,SELL,EURUSD,1.0,2012-01-13 09:24:49,1.2838799999999999
200,OPEN,BUY,EURUSD,1.0,2012-01-13 14:09:03,1.27199
201,OPEN,BUY,EURUSD,1.0,2012-01-13 14:10:42,1.2712699999999999
202,OPEN,BUY,EURUSD,1.0,2012-01-13 14:11:50,1.27047
203,OPEN,BUY,EURUSD,1.0,2012-01-13 14:51:43,1.2683
202,CLOSE,BUY,EURUSD,1.0,2012-01-13 20:35:04,1.26769
201,CLOSE,BUY,EURUSD,1.0,2012-01-13 20:35:10,1.26769
203,CLOSE,BUY,EURUSD,1.0,2012-01-13 20:36:12,1.26769
200,CLOSE,BUY,EURUSD,1.0,2012-01-13 20:36:21,1.2676400000000001
204,OPEN,SELL,EURUSD,1.0,2012-01-17 02:49:50,1.2725
205,OPEN,SELL,EURUSD,1.0,2012-01-17 02:52:42,1.2729699999999999
206,OPEN,SELL,EURUSD,1.0,2012-01-17 03:05:47,1.27285
207,OPEN,SELL,EURUSD,1.0,2012-01-17 03:10:56,1.2731399999999999
204,CLOSE,SELL,EURUSD,1.0,2012-01-17 14:27:36,1.272
205,CLOSE,SELL,EURUSD,1.0,2012-01-17 14:27:36,1.272
207,CLOSE,SELL,EURUSD,1.0,2012-01-17 14:41:49,1.27189
206,CLOSE,SELL,EURUSD,1.0,2012-01-17 14:41:53,1.2718700000000001
208,OPEN,SELL,EURUSD,1.0,2012-01-18 22:53:44,1.2851999999999999
209,OPEN,SELL,EURUSD,1.0,2012-01-19 03:29:19,1.28729
210,OPEN,SELL,EURUSD,1.0,2012-01-19 12:38:47,1.2907599999999999
211,OPEN,SELL,EURUSD,1.0,2012-01-19 12:53:16,1.2925
211,CLOSE,SELL,EURUSD,1.0,2012-01-20 14:12:35,1.2917799999999999
210,CLOSE,SELL,EURUSD,1.0,2012-01-20 14:12:39,1.2918099999999999
209,CLOSE,SELL,EURUSD,1.0,2012-01-20 14:15:58,1.2923899999999999
208,CLOSE,SELL,EURUSD,1.0,2012-01-20 14:16:02,1.2924
212,OPEN,SELL,EURUSD,1.0,2012-01-23 10:56:31,1.2970299999999999
213,OPEN,SELL,EURUSD,1.0,2012-01-23 10:58:12,1.2971600000000001
214,OPEN,SELL,EURUSD,1.0,2012-01-23 10:59:32,1.2975399999999999
215,OPEN,SELL,EURUSD,1.0,2012-01-23 11:00:35,1.2977000000000001
215,CLOSE,SELL,EURUSD,1.0,2012-01-24 09:09:20,1.3047200000000001
214,CLOSE,SELL,EURUSD,1.0,2012-01-24 09:09:24,1.3046800000000001
213,CLOSE,SELL,EURUSD,1.0,2012-01-24 09:09:35,1.3042800000000001
212,CLOSE,SELL,EURUSD,1.0,2012-01-24 09:09:38,1.3042400000000001
216,OPEN,BUY,EURUSD,1.0,2012-01-27 00:16:31,1.30887
217,OPEN,BUY,EURUSD,1.0,2012-01-27 00:25:37,1.3085899999999999
218,OPEN,BUY,EURUSD,1.0,2012-01-27 00:26:14,1.3083
219,OPEN,BUY,EURUSD,1.0,2012-01-27 00:27:36,1.30836
219,CLOSE,BUY,EURUSD,1.0,2012-01-27 07:01:01,1.3109
217,CLOSE,BUY,EURUSD,1.0,2012-01-27 07:01:49,1.31081
218,CLOSE,BUY,EURUSD,1.0,2012-01-27 09:57:03,1.3126599999999999
216,CLOSE,BUY,EURUSD,1.0,2012-01-27 10:05:37,1.3140000000000001
220,OPEN,SELL,EURUSD,1.0,2012-01-31 10:25:28,1.31826
220,CLOSE,SELL,EURUSD,1.0,2012-01-31 13:09:27,1.3175600000000001
221,OPEN,BUY,EURUSD,1.0,2012-02-09 13:16:59,1.3296399999999999
221,CLOSE,BUY,EURUSD,1.0,2012-02-09 13:40:09,1.3258799999999999
222,OPEN,BUY,EURUSD,1.0,2012-02-16 07:01:48,1.2998700000000001
222,CLOSE,BUY,EURUSD,1.0,2012-02-16 15:05:31,1.30392
223,OPEN,SELL,EURUSD,1.0,2012-02-17 13:39:16,1.31728
223,CLOSE,SELL,EURUSD,1.0,2012-02-17 17:54:00,1.31541
224,OPEN,SELL,EURUSD,1.0,2012-02-19 22:00:08,1.3177099999999999
225,OPEN,SELL,EURUSD,1.0,2012-02-20 11:53:56,1.3268200000000001
226,OPEN,SELL,EURUSD,1.0,2012-02-20 11:54:53,1.3268
226,CLOSE,SELL,EURUSD,1.0,2012-02-20 23:59:27,1.32067
225,CLOSE,SELL,EURUSD,1.0,2012-02-21 02:51:08,1.32473
224,CLOSE,SELL,EURUSD,1.0,2012-02-21 02:51:59,1.3253600000000001
227,OPEN,BUY,EURUSD,1.0,2012-02-21 03:12:35,1.32911
227,CLOSE,BUY,EURUSD,1.0,2012-02-21 07:23:00,1.32525
228,OPEN,SELL,EURUSD,1.0,2012-02-24 12:00:46,1.3411900000000001
229,OPEN,SELL,EURUSD,1.0,2012-02-24 18:49:15,1.34649
229,CLOSE,SELL,EURUSD,1.0,2012-02-27 10:21:19,1.3419399999999999
228,CLOSE,SELL,EURUSD,1.0,2012-02-27 10:25:26,1.3414600000000001
230,OPEN,BUY,EURUSD,1.0,2012-02-27 12:30:14,1.3392200000000001
230,CLOSE,BUY,EURUSD,1.0,2012-02-27 15:45:05,1.3412999999999999
231,OPEN,BUY,EURUSD,1.0,2012-03-01 14:00:11,1.32927
231,CLOSE,BUY,EURUSD,1.0,2012-03-01 20:17:22,1.33134
232,OPEN,BUY,EURUSD,1.0,2012-03-02 15:04:10,1.319
232,CLOSE,BUY,EURUSD,1.0,2012-03-05 07:08:44,1.32026
233,OPEN,BUY,EURUSD,1.0,2012-03-05 09:09:03,1.3174600000000001
233,CLOSE,BUY,EURUSD,1.0,2012-03-05 12:31:54,1.3202400000000001
234,OPEN,SELL,EURUSD,1.0,2012-03-08 09:33:01,1.32003
235,OPEN,SELL,EURUSD,1.0,2012-03-08 11:50:14,1.32362
236,OPEN,SELL,EURUSD,1.0,2012-03-08 12:16:30,1.3244100000000001
236,CLOSE,SELL,EURUSD,1.0,2012-03-09 06:29:10,1.3235399999999999
235,CLOSE,SELL,EURUSD,1.0,2012-03-09 07:53:29,1.32237
234,CLOSE,SELL,EURUSD,1.0,2012-03-09 08:01:28,1.3219799999999999
237,OPEN,BUY,EURUSD,1.0,2012-03-09 13:51:54,1.3139700000000001
237,CLOSE,BUY,EURUSD,1.0,2012-03-12 01:27:28,1.3086899999999999
238,OPEN,SELL,EURUSD,1.0,2012-03-14 05:49:42,1.3052299999999999
238,CLOSE,SELL,EURUSD,1.0,2012-03-14 11:01:29,1.3080000000000001
239,OPEN,BUY,EURUSD,1.0,2012-03-16 10:53:03,1.3055699999999999
239,CLOSE,BUY,EURUSD,1.0,2012-03-16 11:07:08,1.3066800000000001
240,OPEN,SELL,EURUSD,1.0,2012-03-21 15:05:20,1.3188899999999999
240,CLOSE,SELL,EURUSD,1.0,2012-03-21 16:09:44,1.32019
241,OPEN,SELL,EURUSD,1.0,2012-03-22 08:31:49,1.3162400000000001
241,CLOSE,SELL,EURUSD,1.0,2012-03-22 16:01:45,1.3200000000000001
242,OPEN,BUY,EURUSD,1.0,2012-03-23 09:23:51,1.32677
242,CLOSE,BUY,EURUSD,1.0,2012-03-26 06:29:41,1.32538
243,OPEN,SELL,EURUSD,1.0,2012-03-26 08:42:33,1.3207500000000001
243,CLOSE,SELL,EURUSD,1.0,2012-03-26 11:08:16,1.3247
244,OPEN,BUY,EURUSD,1.0,2012-03-30 00:45:25,1.33334
244,CLOSE,BUY,EURUSD,1.0,2012-03-30 13:00:53,1.33386
245,OPEN,BUY,EURUSD,1.0,2012-04-02 07:40:06,1.33683
245,CLOSE,BUY,EURUSD,1.0,2012-04-02 12:07:35,1.3320000000000001
246,OPEN,SELL,EURUSD,1.0,2012-04-03 22:49:35,1.32233
246,CLOSE,SELL,EURUSD,1.0,2012-04-04 11:12:18,1.31589
247,OPEN,BUY,EURUSD,1.0,2012-04-05 09:32:41,1.3090999999999999
248,OPEN,BUY,EURUSD,1.0,2012-04-05 10:06:50,1.3062100000000001
248,CLOSE,BUY,EURUSD,1.0,2012-04-06 06:11:25,1.3072600000000001
247,CLOSE,BUY,EURUSD,1.0,2012-04-06 12:32:21,1.3100000000000001
249,OPEN,SELL,EURUSD,1.0,2012-04-16 20:49:47,1.3141799999999999
249,CLOSE,SELL,EURUSD,1.0,2012-04-17 06:31:58,1.3098700000000001
250,OPEN,BUY,EURUSD,1.0,2012-04-20 05:48:38,1.3165100000000001
250,CLOSE,BUY,EURUSD,1.0,2012-04-20 06:44:47,1.31456
251,OPEN,BUY,EURUSD,1.0,2012-04-20 08:01:17,1.3176300000000001
252,OPEN,BUY,EURUSD,1.0,2012-04-20 08:04:07,1.31673
252,CLOSE,BUY,EURUSD,1.0,2012-04-20 09:05:50,1.31525
251,CLOSE,BUY,EURUSD,1.0,2012-04-20 09:23:02,1.3156600000000001
253,OPEN,SELL,EURUSD,1.0,2012-04-25 11:33:31,1.3203800000000001
253,CLOSE,SELL,EURUSD,1.0,2012-04-25 16:33:07,1.3199700000000001
254,OPEN,SELL,EURUSD,1.0,2012-05-02 07:43:22,1.32039
255,OPEN,SELL,EURUSD,1.0,2012-05-02 07:45:13,1.3193299999999999
254,CLOSE,SELL,EURUSD,1.0,2012-05-02 09:26:39,1.3143
256,OPEN,SELL,EURUSD,1.0,2012-05-02 14:20:35,1.3152600000000001
256,CLOSE,SELL,EURUSD,1.0,2012-05-03 02:10:23,1.3139099999999999
255,CLOSE,SELL,EURUSD,1.0,2012-05-03 05:18:01,1.3146899999999999
257,OPEN,SELL,EURUSD,1.0,2012-05-04 15:23:57,1.3102499999999999
257,CLOSE,SELL,EURUSD,1.0,2012-05-04 15:45:56,1.30894
258,OPEN,SELL,EURUSD,1.0,2012-05-07 13:20:18,1.30453
259,OPEN,SELL,EURUSD,1.0,2012-05-07 13:27:55,1.3053999999999999
259,CLOSE,SELL,EURUSD,1.0,2012-05-07 13:55:57,1.3044500000000001
258,CLOSE,SELL,EURUSD,1.0,2012-05-08 03:20:06,1.30314
260,OPEN,SELL,EURUSD,1.0,2012-05-20 21:02:19,1.2765299999999999
261,OPEN,SELL,EURUSD,1.0,2012-05-21 01:36:59,1.28085
261,CLOSE,SELL,EURUSD,1.0,2012-05-21 03:40:47,1.2795099999999999
260,CLOSE,SELL,EURUSD,1.0,2012-05-21 11:44:32,1.2765
262,OPEN,SELL,EURUSD,1.0,2012-05-22 09:05:51,1.2760199999999999
262,CLOSE,SELL,EURUSD,1.0,2012-05-22 09:39:51,1.27579
263,OPEN,BUY,EURUSD,1.0,2012-05-22 21:31:35,1.2677700000000001
264,OPEN,BUY,EURUSD,1.0,2012-05-23 00:23:25,1.2661100000000001
264,CLOSE,BUY,EURUSD,1.0,2012-05-23 12:34:22,1.2657400000000001
263,CLOSE,BUY,EURUSD,1.0,2012-05-23 12:36:08,1.2654000000000001
265,OPEN,SELL,EURUSD,1.0,2012-05-24 07:44:54,1.2544900000000001
265,CLOSE,SELL,EURUSD,1.0,2012-05-24 07:57:48,1.2541899999999999
266,OPEN,BUY,EURUSD,1.0,2012-05-24 19:15:40,1.2525599999999999
266,CLOSE,BUY,EURUSD,1.0,2012-05-24 19:31:19,1.2541199999999999
267,OPEN,SELL,EURUSD,1.0,2012-05-25 12:29:41,1.2523299999999999
267,CLOSE,SELL,EURUSD,1.0,2012-05-25 12:36:14,1.25088
268,OPEN,SELL,EURUSD,1.0,2012-05-28 03:00:43,1.25898
269,OPEN,SELL,EURUSD,1.0,2012-05-28 05:43:29,1.2603
269,CLOSE,SELL,EURUSD,1.0,2012-05-28 06:05:45,1.2596700000000001
268,CLOSE,SELL,EURUSD,1.0,2012-05-28 08:08:20,1.25752
270,OPEN,BUY,EURUSD,1.0,2012-05-29 07:05:08,1.2561899999999999
270,CLOSE,BUY,EURUSD,1.0,2012-05-29 09:14:52,1.25606
271,OPEN,SELL,EURUSD,1.0,2012-05-29 11:45:06,1.2521500000000001
271,CLOSE,SELL,EURUSD,1.0,2012-05-29 12:09:08,1.2521199999999999
272,OPEN,BUY,EURUSD,1.0,2012-05-30 01:38:54,1.24657
272,CLOSE,BUY,EURUSD,1.0,2012-05-30 06:31:35,1.24722
273,OPEN,BUY,EURUSD,1.0,2012-05-30 07:58:08,1.2458400000000001
274,OPEN,BUY,EURUSD,1.0,2012-05-30 09:12:22,1.2441599999999999
275,OPEN,BUY,EURUSD,1.0,2012-05-30 20:26:56,1.2367600000000001
275,CLOSE,BUY,EURUSD,1.0,2012-05-31 03:25:20,1.2374099999999999
274,CLOSE,BUY,EURUSD,1.0,2012-05-31 08:41:47,1.24146
273,CLOSE,BUY,EURUSD,1.0,2012-05-31 09:09:40,1.24203
276,OPEN,BUY,EURUSD,1.0,2012-06-01 00:56:46,1.23448
277,OPEN,BUY,EURUSD,1.0,2012-06-01 12:15:31,1.2322900000000001
278,OPEN,BUY,EURUSD,1.0,2012-06-01 12:31:23,1.22984
278,CLOSE,BUY,EURUSD,1.0,2012-06-01 13:27:29,1.23929
276,CLOSE,BUY,EURUSD,1.0,2012-06-01 13:28:27,1.2400100000000001
277,CLOSE,BUY,EURUSD,1.0,2012-06-01 13:32:16,1.24112
279,OPEN,BUY,EURUSD,1.0,2012-06-01 13:52:13,1.2410000000000001
280,OPEN,BUY,EURUSD,1.0,2012-06-01 13:57:47,1.23946
280,CLOSE,BUY,EURUSD,1.0,2012-06-01 14:01:03,1.2415799999999999
279,CLOSE,BUY,EURUSD,1.0,2012-06-01 14:10:18,1.2425900000000001
281,OPEN,BUY,EURUSD,1.0,2012-06-01 14:59:27,1.2364999999999999
281,CLOSE,BUY,EURUSD,1.0,2012-06-01 15:38:57,1.2382599999999999
282,OPEN,SELL,EURUSD,1.0,2012-06-04 13:38:33,1.2495099999999999
282,CLOSE,SELL,EURUSD,1.0,2012-06-04 13:43:44,1.2486999999999999
283,OPEN,SELL,EURUSD,1.0,2012-06-04 14:07:54,1.2490600000000001
284,OPEN,SELL,EURUSD,1.0,2012-06-05 00:07:06,1.2535700000000001
284,CLOSE,SELL,EURUSD,1.0,2012-06-05 06:41:33,1.2499400000000001
283,CLOSE,SELL,EURUSD,1.0,2012-06-05 06:49:41,1.2495099999999999
285,OPEN,SELL,EURUSD,1.0,2012-06-07 11:27:24,1.2585900000000001
285,CLOSE,SELL,EURUSD,1.0,2012-06-07 14:19:56,1.2562899999999999
286,OPEN,SELL,EURUSD,1.0,2012-06-10 21:39:35,1.266
287,OPEN,SELL,EURUSD,1.0,2012-06-11 05:37:38,1.2644500000000001
287,CLOSE,SELL,EURUSD,1.0,2012-06-11 06:16:35,1.2628600000000001
286,CLOSE,SELL,EURUSD,1.0,2012-06-11 07:25:10,1.2619400000000001
288,OPEN,BUY,EURUSD,1.0,2012-06-11 21:08:52,1.24746
289,OPEN,BUY,EURUSD,1.0,2012-06-11 22:10:31,1.24644
289,CLOSE,BUY,EURUSD,1.0,2012-06-11 22:40:17,1.24709
288,CLOSE,BUY,EURUSD,1.0,2012-06-11 23:56:05,1.2476499999999999
290,OPEN,SELL,EURUSD,1.0,2012-06-12 14:08:29,1.2456799999999999
290,CLOSE,SELL,EURUSD,1.0,2012-06-12 15:13:52,1.2478400000000001
291,OPEN,SELL,EURUSD,1.0,2012-06-13 11:50:20,1.25363
292,OPEN,SELL,EURUSD,1.0,2012-06-13 12:46:13,1.2537799999999999
291,CLOSE,SELL,EURUSD,1.0,2012-06-13 13:41:03,1.25241
292,CLOSE,SELL,EURUSD,1.0,2012-06-13 13:48:38,1.25278
293,OPEN,SELL,EURUSD,1.0,2012-06-13 15:37:00,1.2600899999999999
293,CLOSE,SELL,EURUSD,1.0,2012-06-13 15:51:49,1.25936
294,OPEN,SELL,EURUSD,1.0,2012-06-14 08:53:48,1.2545999999999999
294,CLOSE,SELL,EURUSD,1.0,2012-06-14 10:16:49,1.2565299999999999
295,OPEN,SELL,EURUSD,1.0,2012-06-14 21:38:46,1.26284
295,CLOSE,SELL,EURUSD,1.0,2012-06-15 00:49:11,1.26163
296,OPEN,SELL,EURUSD,1.0,2012-06-15 03:44:01,1.2639
296,CLOSE,SELL,EURUSD,1.0,2012-06-15 07:28:35,1.2625599999999999
297,OPEN,BUY,EURUSD,1.0,2012-06-18 12:38:43,1.2606599999999999
297,CLOSE,BUY,EURUSD,1.0,2012-06-18 14:23:10,1.2600899999999999
298,OPEN,SELL,EURUSD,1.0,2012-06-21 18:07:48,1.2564599999999999
298,CLOSE,SELL,EURUSD,1.0,2012-06-21 18:16:12,1.2561100000000001
299,OPEN,SELL,EURUSD,1.0,2012-06-22 10:34:45,1.2553700000000001
299,CLOSE,SELL,EURUSD,1.0,2012-06-25 05:39:23,1.25267
300,OPEN,SELL,EURUSD,1.0,2012-06-25 06:37:55,1.24993
301,OPEN,SELL,EURUSD,1.0,2012-06-25 06:40:47,1.25058
300,CLOSE,SELL,EURUSD,1.0,2012-06-25 09:21:34,1.2493000000000001
301,CLOSE,SELL,EURUSD,1.0,2012-06-25 09:25:01,1.2491699999999999
302,OPEN,SELL,EURUSD,1.0,2012-06-26 08:49:15,1.2487999999999999
302,CLOSE,SELL,EURUSD,1.0,2012-06-26 09:41:18,1.2498100000000001
303,OPEN,SELL,EURUSD,1.0,2012-06-26 12:18:26,1.24614
303,CLOSE,SELL,EURUSD,1.0,2012-06-26 12:53:23,1.24726
304,OPEN,SELL,EURUSD,1.0,2012-06-28 08:55:50,1.2426200000000001
305,OPEN,SELL,EURUSD,1.0,2012-06-28 09:07:06,1.2432300000000001
306,OPEN,SELL,EURUSD,1.0,2012-06-28 11:28:22,1.2448600000000001
306,CLOSE,SELL,EURUSD,1.0,2012-06-28 11:55:52,1.2431399999999999
305,CLOSE,SELL,EURUSD,1.0,2012-06-29 02:49:17,1.24716
304,CLOSE,SELL,EURUSD,1.0,2012-06-29 02:49:21,1.2470399999999999
307,OPEN,SELL,EURUSD,1.0,2012-06-29 03:02:51,1.26047
307,CLOSE,SELL,EURUSD,1.0,2012-06-29 03:03:40,1.2585
308,OPEN,BUY,EURUSD,1.0,2012-07-02 17:34:16,1.25851
308,CLOSE,BUY,EURUSD,1.0,2012-07-03 04:07:13,1.2601800000000001
309,OPEN,BUY,EURUSD,1.0,2012-07-06 07:02:45,1.2371099999999999
309,CLOSE,BUY,EURUSD,1.0,2012-07-06 08:00:08,1.2383
310,OPEN,BUY,EURUSD,1.0,2012-07-06 12:47:21,1.2354499999999999
310,CLOSE,BUY,EURUSD,1.0,2012-07-09 20:32:29,1.23193
311,OPEN,SELL,EURUSD,1.0,2012-07-09 20:32:34,1.2319199999999999
311,CLOSE,SELL,EURUSD,1.0,2012-07-10 00:55:35,1.2299
312,OPEN,BUY,EURUSD,1.0,2012-07-12 07:19:27,1.2223599999999999
313,OPEN,BUY,EURUSD,1.0,2012-07-12 10:18:38,1.2200800000000001
313,CLOSE,BUY,EURUSD,1.0,2012-07-13 03:32:35,1.22061
312,CLOSE,BUY,EURUSD,1.0,2012-07-13 14:01:30,1.22336
314,OPEN,SELL,EURUSD,1.0,2012-07-16 12:03:37,1.2185999999999999
314,CLOSE,SELL,EURUSD,1.0,2012-07-16 12:15:35,1.2179
315,OPEN,BUY,EURUSD,1.0,2012-07-17 14:33:18,1.2212700000000001
315,CLOSE,BUY,EURUSD,1.0,2012-07-17 15:04:11,1.22193
316,OPEN,SELL,EURUSD,1.0,2012-07-18 10:00:10,1.22333
316,CLOSE,SELL,EURUSD,1.0,2012-07-18 13:11:18,1.2222200000000001
317,OPEN,BUY,EURUSD,1.0,2012-08-02 11:52:16,1.2293499999999999
317,CLOSE,BUY,EURUSD,1.0,2012-08-02 12:02:39,1.2312000000000001
318,OPEN,SELL,EURUSD,1.0,2012-08-02 18:27:57,1.2168600000000001
319,OPEN,SELL,EURUSD,1.0,2012-08-03 07:34:24,1.22034
320,OPEN,SELL,EURUSD,1.0,2012-08-03 09:25:37,1.2220500000000001
321,OPEN,SELL,EURUSD,1.0,2012-08-03 09:27:06,1.2229399999999999
321,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:06:39,1.22532
320,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:06:44,1.22516
319,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:07:01,1.2252400000000001
318,CLOSE,SELL,EURUSD,1.0,2012-08-03 12:08:59,1.22499
322,OPEN,SELL,EURUSD,1.0,2012-08-03 14:30:51,1.2340800000000001
323,OPEN,SELL,EURUSD,1.0,2012-08-03 15:06:12,1.23447
324,OPEN,SELL,EURUSD,1.0,2012-08-03 15:14:01,1.2354099999999999
325,OPEN,SELL,EURUSD,1.0,2012-08-03 15:19:08,1.23645
325,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:04:21,1.23689
324,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:04:25,1.23689
323,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:22:13,1.2365299999999999
322,CLOSE,SELL,EURUSD,1.0,2012-08-06 07:39:13,1.2356
