8260491,1318001438,1,0.06,EURUSD,1.34916,1.34921,1.34743,1318001463,1.34921,-0.31,0,-0.22,"MDP_EURUSD_1.2.0[sl]",112226
8260527,1318001441,1,0.03,EURUSD,1.34899,1.34921,1.34722,1318001463,1.34921,-0.16,0,-0.49,"MDP_EURUSD_1.2.0[sl]",112226
8261507,1318001487,1,0.06,EURUSD,1.34916,1.34821,1.34682,1318001576,1.34821,-0.31,0,4.23,"MDP_EURUSD_1.2.0[sl]",112226
8261558,1318001492,1,0.03,EURUSD,1.34907,1.3487,1.34736,1318001534,1.3487,-0.16,0,0.82,"MDP_EURUSD_1.2.0[sl]",112226
8261888,1318001482,1,0.1,EURUSD,1.34912,1.34825,1.34683,1318001576,1.34825,-0.52,0,6.45,"MDP_EURUSD_1.2.0[sl]",112226
8261977,1318001492,1,0.1,EURUSD,1.34907,1.34812,1.34691,1318001576,1.34812,-0.52,0,7.05,"MDP_EURUSD_1.2.0[sl]",112226
8261990,1318001492,1,0.1,EURUSD,1.34907,1.34825,1.34683,1318001576,1.34825,-0.52,0,6.08,"MDP_EURUSD_1.2.0[sl]",112226
8262024,1318001492,1,0.06,EURUSD,1.34904,1.34825,1.34683,1318001576,1.34825,-0.31,0,3.52,"MDP_EURUSD_1.2.0[sl]",112226
8264196,1318001812,1,0.11,EURUSD,1.35044,1.35063,1.34857,1318001864,1.35063,-0.58,0,-1.55,"MDP_EURUSD_1.2.0[sl]",112226
8264754,1318001892,1,0.1,EURUSD,1.35135,1.3513,1.34959,1318001917,1.3513,-0.52,0,0.37,"MDP_EURUSD_1.2.0[sl]",112226
8265748,1318002308,0,0.02,EURUSD,1.34848,0,0,1318015808,1.34274,-0.1,0,-8.55,"Forex Growth Bot",33712762
8266931,1318003206,0,0.02,EURUSD,1.34841,0,0,1318015806,1.34305,-0.1,0,-7.98,"Forex Growth Bot",33713343
8277467,1318014232,0,0.1,EURUSD,1.34864,1.3489,1.3505,1318014400,1.34988,-0.52,0,9.19,"MDP_EURUSD_1.2.[started/gap]",112226
8277527,1318014232,0,0.1,EURUSD,1.34864,1.3489,1.3505,1318014399,1.34988,-0.52,0,9.19,"MDP_EURUSD_1.2.[started/gap]",112226
8279431,1318015198,0,0.1,EURUSD,1.34459,1.34399,1.34646,1318015216,1.34399,-0.52,0,-4.46,"MDP_EURUSD_1.2.0[sl]",112226
8279507,1318015198,0,0.1,EURUSD,1.34459,1.34399,1.34643,1318015216,1.34399,-0.52,0,-4.46,"MDP_EURUSD_1.2.0[sl]",112226
8280114,1318015224,0,0.1,EURUSD,1.34351,1.34289,1.34523,1318015226,1.34289,-0.52,0,-4.62,"MDP_EURUSD_1.2.0[sl]",112226
8280155,1318015229,0,0.1,EURUSD,1.34315,1.34334,1.34476,1318015276,1.34334,-0.52,0,1.41,"MDP_EURUSD_1.2.0[sl]",112226
8280318,1318015234,0,0.1,EURUSD,1.3432,1.34299,1.34527,1318015302,1.34299,-0.52,0,-1.56,"MDP_EURUSD_1.2.0[sl]",112226
8280402,1318015234,0,0.1,EURUSD,1.3432,1.34334,1.34492,1318015276,1.34334,-0.52,0,1.04,"MDP_EURUSD_1.2.0[sl]",112226
8280443,1318015234,0,0.09,EURUSD,1.3432,1.34334,1.34512,1318015276,1.34334,-0.47,0,0.94,"MDP_EURUSD_1.2.0[sl]",112226
8280474,1318015234,0,0.04,EURUSD,1.3432,1.34319,1.34507,1318015277,1.34319,-0.21,0,-0.03,"MDP_EURUSD_1.2.0[sl]",112226
8281252,1318015384,0,0.1,EURUSD,1.34179,1.34177,1.34352,1318015416,1.34177,-0.52,0,-0.15,"MDP_EURUSD_1.2.0[sl]",112226
8281323,1318015393,0,0.1,EURUSD,1.34193,1.34177,1.3438,1318015416,1.34177,-0.52,0,-1.19,"MDP_EURUSD_1.2.0[sl]",112226
8281394,1318015383,0,0.1,EURUSD,1.34164,1.34192,1.34337,1318015416,1.34192,-0.52,0,2.09,"MDP_EURUSD_1.2.0[sl]",112226
8281552,1318015378,0,0.09,EURUSD,1.34145,1.34206,1.34371,1318015519,1.34206,-0.47,0,4.09,"MDP_EURUSD_1.2.0[sl]",112226
8281628,1318015378,0,0.04,EURUSD,1.3415,1.34203,1.34374,1318015519,1.34203,-0.21,0,1.58,"MDP_EURUSD_1.2.0[sl]",112226
8283470,1318016704,1,0.02,EURUSD,1.34015,0,0,1318024501,1.33702,-0.1,0,4.68,"Forex Growth Bot",33720566
8284663,1318017606,1,0.02,EURUSD,1.33913,0,0,1318024877,1.33892,-0.1,0,0.31,"Forex Growth Bot",33721178
8285239,1318018506,1,0.02,EURUSD,1.33993,0,0,1318024513,1.33709,-0.1,0,4.25,"Forex Growth Bot",33721572
8326697,1318249283,0,0.05,EURUSD,1.35661,0,0,1318270505,1.36674,-0.26,0,37.06,"Forex Growth Bot",33737726
8339909,1318260298,1,0.1,EURUSD,1.3613,1.36157,1.36008,1318260380,1.36157,-0.52,0,-1.98,"MDP_EURUSD_1.2.0[sl]",112226
8339931,1318260298,1,0.1,EURUSD,1.3613,1.36157,1.36008,1318260380,1.36157,-0.52,0,-1.98,"MDP_EURUSD_1.2.0[sl]",112226
8339949,1318260298,1,0.1,EURUSD,1.36125,1.36177,1.35978,1318260484,1.36177,-0.52,0,-3.82,"MDP_EURUSD_1.2.0[sl]",112226
8340457,1318260539,1,0.1,EURUSD,1.3627,1.36304,1.36138,1318260581,1.36304,-0.52,0,-2.49,"MDP_EURUSD_1.2.0[sl]",112226
8340473,1318260554,1,0.1,EURUSD,1.36265,1.36304,1.36133,1318260581,1.36304,-0.52,0,-2.86,"MDP_EURUSD_1.2.0[sl]",112226
8376372,1318322215,2,0.03,EURUSD,0.01,0,0,1318322310,1.36389,0,0,0,"cancelled",33761638
8376438,1318322312,2,0.03,EURUSD,0.01,0,0,1318322340,1.36388,0,0,0,"cancelled",33761638
8389478,1318334405,1,0.06,EURUSD,1.35918,0,0,1318338909,1.3613,-0.31,0,-9.34,"Forex Growth Bot",33768813
8398842,1318344318,1,0.13,EURUSD,1.36229,1.36251,1.36107,1318344327,1.36251,-0.68,0,-2.1,"MDP_EURUSD_1.2.0[sl]",112226
8398878,1318344318,1,0.13,EURUSD,1.36229,1.36258,1.36118,1318344327,1.36258,-0.68,0,-2.77,"MDP_EURUSD_1.2.0[sl]",112226
8399025,1318344330,1,0.13,EURUSD,1.3622,1.36197,1.36098,1318344349,1.36197,-0.68,0,2.2,"MDP_EURUSD_1.2.0[sl]",112226
8399096,1318344357,1,0.12,EURUSD,1.36218,1.36137,1.36051,1318344418,1.36137,-0.63,0,7.14,"MDP_EURUSD_1.2.0[sl]",112226
8399105,1318344357,1,0.12,EURUSD,1.36226,1.36137,1.36051,1318344418,1.36137,-0.63,0,7.85,"MDP_EURUSD_1.2.0[sl]",112226
8451260,1318417144,1,0.12,EURUSD,1.36848,1.36889,1.36731,1318417367,1.36889,-0.63,0,-3.59,"MDP_EURUSD_1.2.0[sl]",112226
8451264,1318417235,1,0.12,EURUSD,1.36863,1.36889,1.36752,1318417367,1.36889,-0.63,0,-2.28,"MDP_EURUSD_1.2.0[sl]",112226
8453289,1318418086,1,0.11,EURUSD,1.3722,1.37281,1.37073,1318418158,1.37281,-0.58,0,-4.89,"MDP_EURUSD_1.2.0[sl]",112226
